PBSlen,4.138759414321854
RTlen,10.606483537471126
RT-PBSlen,10.884258441950038
Edit_pos,8.195110064562863
Edit_len,0.5619196392251892
RHA_len,7.570018910641695
type_sub,0.49820573468073964
type_ins,0.42471870103660725
type_del,0.41481841329657804
Tm1,64.83796197161305
Tm2,29.120350808492095
Tm2new,30.709419953318648
Tm3,79.87920844572557
Tm4,27.949843805959585
TmD,85.19700312981128
nGCcnt1,2.4263477927498687
nGCcnt2,5.623123192759165
nGCcnt3,5.90418835092348
fGCcont1,17.478282448675895
fGCcont2,13.54759552845407
fGCcont3,10.813889310765505
MFE3,4.037271725075367
MFE4,1.6903430137089899
DeepSpCas9_score,19.45951390463401
