PBSlen,4.1372675105138565
RTlen,10.590156249608334
RT-PBSlen,10.874947560458674
Edit_pos,8.19691588669
Edit_len,0.5627806281650717
RHA_len,7.580927980905743
type_sub,0.498087763900288
type_ins,0.42329965715876056
type_del,0.4154502905648072
Tm1,65.48090489041785
Tm2,29.141444610650733
Tm2new,30.688842729862316
Tm3,79.87909906644026
Tm4,28.034805312463764
TmD,85.20187036404914
nGCcnt1,2.428294980421
nGCcnt2,5.625939121558505
nGCcnt3,5.910372314896211
fGCcont1,17.6143419671356
fGCcont2,13.551620026188656
fGCcont3,10.8375259438292
MFE3,4.041771174308072
MFE4,1.7086114542860862
DeepSpCas9_score,19.46759731413297
